ID	Protein
147	NP_612370.3
148	NP_005612.1
149	NP_001127.1
150	NP_005513.1
151	NP_003293.2
152	NP_003759.1
153	NP_060686.1
154	NP_015561.1
155	NP_001041659.1
156	NP_000052.1
157	NP_002728.1
158	NP_005609.3
159	NP_036433.2
160	NP_006564.1
161	NP_001183.2
162	NP_073576.1
163	AAH13362.1
164	NP_000827.1
165	NP_002730.1
166	NP_058521.1
167	NP_003118.1
168	NP_005697.2
169	NP_003122.1
170	NP_073207.1
171	NP_004955.2
172	NP_612482.2
173	NP_000211.1
174	NP_004776.3
175	NP_036229.1
176	NP_002257.1
177	NP_002768.3
178	NP_068810.2
179	NP_005251.1
180	NP_057137.1
181	NP_000204.3
182	NP_899236.1
183	NP_001547.1
184	NP_000825.1
185	NP_005347.3
186	NP_644805.1
187	NP_001003811.1
188	NP_061938.2
189	NP_892113.3
190	NP_000116.2
191	NP_004746.2
192	NP_004947.2
193	NP_006473.1
194	NP_036547.1
195	NP_006739.1
196	NP_005179.2
197	NP_001460.1
198	NP_055435.2
199	NP_003336.1
200	NP_003191.1
201	NP_000456.1
202	NP_000242.1
203	NP_001666.2
204	NP_004119.1
205	NP_001639.1
206	NP_000005.2
207	NP_000323.2
208	NP_056077.1
209	NP_002222.1
210	NP_061984.2
211	NP_997006.1
212	NP_005198.1
213	NP_733779.1
214	NP_060908.1
215	NP_115528.3
216	NP_002348.1
217	NP_003185.1
218	NP_005504.2
219	CAA64246.1
220	NP_000923.1
221	NP_002653.1
222	NP_056036.1
223	NP_995314.1
224	NP_064543.3
225	NP_653294.1
226	NP_002650.1
227	NP_059973.2
228	NP_005824.2
229	NP_004242.1
230	NP_002718.2
231	NP_003012.1
232	NP_060277.1
233	NP_055174.1
234	NP_006766.1
235	NP_001008712.1
236	NP_001026855.2
237	NP_060441.2
238	NP_115887.1
239	NP_002505.1
240	AAA52539.1
241	NP_000236.2
242	NP_061874.3
243	NP_112420.1
244	NP_000108.1
245	NP_149076.1
246	NP_003874.2
247	NP_002219.1
248	NP_006414.1
249	NP_037438.2
250	CAA89989.1
251	NP_005698.1
252	NP_060362.3
253	NP_000675.1
254	NP_004032.2
255	NP_066961.2
256	NP_085050.2
257	NP_077720.1
258	NP_003986.2
259	NP_006191.2
260	NP_002665.2
261	NP_006563.2
262	NP_005217.2
263	NP_002253.1
264	NP_031359.2
265	NP_005045.2
266	NP_201585.1
267	NP_001605.1
268	NP_003946.3
269	NP_000112.1
270	NP_003452.1
271	NP_001093.1
272	NP_000220.1
273	NP_000030.1
274	NP_001744.2
275	NP_005089.2
276	NP_996919.1
277	NP_001722.1
278	NP_003241.2
279	NP_001015053.1
280	NP_620309.1
281	NP_003177.2
282	NP_001091.1
283	NP_005202.2
284	NP_000748.3
285	NP_002458.2
286	NP_596869.3
287	NP_002464.1
288	NP_150241.2
289	NP_001518.2
290	NP_006816.2
291	NP_115580.2
292	NP_003734.3
293	NP_068556.1
294	NP_378663.1
295	NP_057126.2
296	NP_061910.1
297	NP_005169.1
298	NP_003237.2
299	NP_000063.2
300	NP_001921.1
301	NP_001961.1
302	NP_001887.1
303	NP_006635.2
304	NP_002201.1
305	NP_001034221.1
306	NP_001002760.1
307	NP_003121.1
308	NP_005822.1
309	NP_002982.2
310	NP_001828.1
311	NP_005577.1
312	NP_056207.2
313	NP_068799.2
314	NP_937859.1
315	NP_009107.1
316	NP_005634.1
317	NP_004597.2
318	NP_000154.1
319	NP_072051.1
320	NP_001229.1
321	NP_001780.2
322	NP_000057.1
323	NP_001822.2
324	NP_001014809.1
325	NP_788276.1
326	NP_858045.1
327	NP_000035.2
328	NP_054726.1
329	NP_877428.1
330	NP_056981.2
331	NP_009097.2
332	AAH14214.1
333	NP_004283.2
334	NP_003397.1
335	NP_009330.1
336	NP_000407.1
337	NP_004347.1
338	NP_005632.1
339	NP_005633.2
340	NP_001886.1
341	NP_005408.1
342	NP_067651.2
343	NP_004248.2
344	NP_004320.2
345	NP_005154.2
346	NP_001633.1
347	NP_003347.1
348	NP_036611.2
349	NP_113618.2
350	NP_004628.4
351	NP_060876.3
352	NP_002779.1
353	NP_542417.1
354	NP_005640.2
355	NP_003737.1
356	NP_068660.1
357	NP_066361.1
358	NP_006171.2
359	NP_733930.1
360	NP_945320.1
361	NP_009209.1
362	NP_009112.1
363	CAA41990.1
364	NP_115754.2
365	NP_001096.1
366	NP_002945.1
367	NP_631961.1
368	NP_057457.1
369	Q01892
370	NP_003812.1
371	NP_005649.1
372	NP_000475.1
373	NP_036456.1
374	NP_002897.1
375	NP_000359.1
376	NP_005484.2
377	NP_002954.2
378	NP_065082.2
379	NP_003664.1
380	NP_004801.1
381	NP_055816.2
382	NP_006229.1
383	NP_003438.1
384	NP_659456.2
385	NP_002266.2
386	NP_787072.2
387	NP_001791.1
388	NP_078958.1
389	NP_004737.2
390	NP_036441.1
391	AAD39742.1
392	NP_037365.2
393	NP_612423.1
394	NP_001527.2
395	NP_005498.1
396	NP_056345.3
397	NP_003227.1
398	NP_055567.1
399	NP_056978.2
400	NP_005237.2
401	NP_002221.1
402	NP_001017963.1
403	NP_000375.2
404	NP_002793.2
405	NP_006839.2
406	NP_005892.1
407	NP_000772.1
408	NP_005044.1
409	NP_002941.1
410	NP_057625.1
411	NP_071448.1
412	NP_006090.2
413	NP_005139.1
414	NP_060791.3
415	NP_963868.1
416	NP_006262.1
417	NP_005971.1
418	NP_005755.1
419	NP_006824.2
420	NP_955631.1
421	NP_056132.1
422	NP_067080.1
423	NP_066268.1
424	NP_659451.1
425	NP_000892.1
426	NP_004413.1
427	NP_008945.2
428	NP_001029.1
429	NP_004752.1
430	NP_056461.1
431	NP_001012271.1
432	NP_004337.2
433	NP_002725.1
434	NP_003833.3
435	NP_003780.1
436	NP_002058.2
437	NP_000614.1
438	NP_624302.1
439	NP_000583.2
440	NP_006384.1
441	NP_002564.1
442	NP_005997.2
443	NP_002125.3
444	NP_055525.3
445	NP_002592.1
446	NP_067075.1
447	P07910
448	NP_003884.1
449	NP_796372.1
450	NP_003156.1
451	NP_002383.2
452	NP_003461.1
453	NP_005630.1
454	NP_001019265.1
455	NP_000433.3
456	NP_055521.1
457	NP_060614.2
458	NP_005891.1
459	NP_001619.1
460	NP_004963.1
461	NP_003143.2
462	NP_002736.3
463	NP_066554.2
464	NP_003178.1
465	NP_005924.2
466	NP_001319.1
467	NP_003480.2
468	NP_005499.1
469	NP_002974.1
470	NP_064589.2
471	NP_062535.2
472	NP_001008709.1
473	NP_002367.4
474	NP_068375.3
475	NP_001008656.1
476	NP_000072.2
477	NP_008819.1
478	NP_001918.3
479	NP_001031.2
480	NP_005695.3
481	NP_002060.4
482	NP_001026897.1
483	NP_055130.1
484	NP_001034966.1
485	NP_002969.2
486	NP_001030.2
487	NP_005611.1
488	NP_006263.1
489	NP_000591.1
490	NP_001008493.1
491	NP_064516.2
492	NP_055512.1
493	NP_008881.2
494	NP_066970.2
495	NP_002583.1
496	NP_001969.1
497	NP_006395.2
498	NP_054782.2
499	NP_004122.1
500	AAD02233.1
501	NP_006097.1
502	NP_005418.1
503	NP_006477.2
504	NP_056485.2
505	NP_003091.2
506	NP_004293.1
507	NP_001559.1
508	NP_065147.1
509	NP_060923.2
510	NP_078918.3
511	P15941
512	NP_112214.1
513	NP_620777.1
514	NP_112226.2
515	NP_002858.2
516	NP_001194.1
517	NP_003255.2
518	NP_003290.1
519	NP_733745.1
520	NP_115791.2
521	NP_997246.2
522	NP_006144.1
523	NP_000367.1
524	NP_068811.1
525	NP_009225.1
526	NP_003487.1
527	NP_115498.2
528	NP_001381.2
529	NP_004279.3
530	NP_059431.1
531	NP_001649.1
532	NP_065875.2
533	NP_002695.1
534	NP_002515.1
535	NP_057425.3
536	NP_060231.1
537	NP_006245.2
538	NP_006209.2
539	NP_057472.2
540	NP_000312.2
541	NP_874369.1
542	NP_002806.2
543	NP_001253.1
544	NP_068597.2
545	NP_001009944.1
546	NP_001006611.1
547	NP_002651.2
548	NP_543157.1
549	NP_003465.3
550	NP_001954.1
551	NP_001943.1
552	NP_005216.1
553	NP_620603.1
554	NP_660144.1
555	NP_002706.1
556	NP_006799.1
557	NP_055109.1
558	NP_001020330.1
559	NP_001903.1
560	NP_003585.3
561	NP_112533.1
562	CAC69380.1
563	NP_000824.1
564	NP_066288.2
565	NP_001073922.1
566	NP_000452.2
567	NP_005558.1
568	NP_000582.1
569	NP_001972.1
570	Q8NFH8
571	NP_203124.1
572	NP_004406.2
573	NP_071732.1
574	NP_443156.2
575	NP_003572.2
576	NP_005624.2
577	NP_861460.1
578	NP_003343.1
579	NP_115584.1
580	NP_612815.1
581	NP_054829.2
582	NP_001869.1
583	NP_001751.1
584	AAB94503.1
585	NP_444277.2
586	NP_004243.1
587	NP_003051.1
588	NP_001036068.1
589	NP_002886.2
590	NP_114120.2
591	NP_694994.2
592	NP_005162.1
593	NP_003484.1
594	NP_001915.1
595	NP_005616.2
596	NP_000818.1
597	NP_115955.1
598	NP_078994.2
599	NP_004951.1
600	NP_066305.2
601	NP_002389.1
602	NP_000669.1
603	NP_066301.1
604	NP_058644.1
605	NP_003396.1
606	NP_002680.2
607	NP_114406.1
608	NP_005234.1
609	NP_057682.1
610	NP_003067.3
611	NP_000045.1
612	NP_000481.2
613	NP_000817.2
614	NP_001073892.1
615	NP_003324.1
616	NP_006210.1
617	NP_000677.2
618	NP_004908.3
619	NP_055296.2
620	NP_057016.1
621	NP_005540.1
622	NP_001005735.1
623	NP_006234.1
624	NP_077006.1
625	NP_004571.2
626	NP_002064.1
627	NP_000789.1
628	NP_000652.2
629	NP_066547.1
630	NP_009042.1
631	NP_003395.1
632	NP_689543.1
633	NP_001217.2
634	NP_003371.2
635	NP_758958.3
636	NP_001908.3
637	NP_057669.1
638	NP_002101.2
639	NP_060708.1
640	NP_444284.1
641	NP_443732.2
642	NP_068379.1
643	NP_001950.1
644	NP_002100.2
645	NP_001356.1
646	NP_000882.1
647	NP_009138.1
648	NP_620448.1
649	NP_002733.2
650	NP_001421.2
651	NP_004371.2
652	NP_006644.1
653	NP_000595.1
654	NP_789782.1
655	NP_689497.1
656	NP_000925.2
657	NP_001897.4
658	NP_000956.2
659	NP_149052.1
660	NP_055717.2
661	NP_001050.1
662	NP_036364.2
663	NP_031370.2
664	NP_003861.1
665	BAA88957.1
666	NP_036426.3
667	NP_002877.2
668	NP_000723.1
669	NP_004059.2
670	NP_055102.3
671	NP_000630.1
672	NP_003969.2
673	NP_006817.1
674	NP_056989.2
675	NP_852478.1
676	NP_391987.1
677	AAH00632.1
678	NP_005545.1
679	NP_006394.1
680	NP_065574.2
681	NP_008998.1
682	NP_002681.1
683	NP_004447.2
684	NP_077084.1
685	NP_758957.2
686	NP_057075.1
687	NP_006804.1
688	NP_003578.1
689	NP_003681.1
690	NP_003152.1
691	NP_115984.3
692	NP_003327.2
693	NP_055393.1
694	NP_000724.1
695	NP_003168.2
696	NP_003940.3
697	NP_115705.2
698	NP_003740.2
699	NP_002825.3
700	NP_116170.3
701	NP_002028.1
702	NP_000409.1
703	NP_006312.1
704	NP_001410.2
705	NP_003002.1
706	NP_004880.1
707	NP_001009999.1
708	NP_002560.1
709	NP_001013049.1
710	NP_005094.1
711	NP_004834.1
712	NP_000042.3
713	NP_002384.2
714	NP_002933.1
715	NP_003137.1
716	NP_000206.2
717	AAC08964.1
718	NP_003891.1
719	NP_001269.3
720	NP_006753.1
721	NP_149112.1
722	NP_002358.1
723	NP_060117.2
724	NP_976226.1
725	NP_061852.2
726	NP_060921.3
727	NP_002277.3
728	NP_004029.2
729	NP_005849.1
730	NP_055390.1
731	NP_005243.1
732	NP_631946.1
733	NP_077309.1
734	NP_004516.2
735	NP_000032.1
736	NP_057253.2
737	NP_665906.1
738	NP_002078.1
739	NP_005685.1
740	NP_937762.1
741	NP_002989.2
742	NP_647478.1
743	NP_001220.2
744	NP_002113.2
745	NP_000025.1
746	NP_004979.3
747	NP_055187.1
748	NP_003913.3
749	NP_036228.1
750	NP_005206.2
751	AAH00566.1
752	AAQ03994.1
753	NP_036233.2
754	NP_660215.1
755	NP_055062.1
756	NP_002778.1
757	NP_002783.1
758	NP_003011.1
759	NP_002585.2
760	NP_003499.1
761	NP_005421.1
762	NP_002988.3
763	NP_003370.2
764	NP_001226.2
765	NP_055048.1
766	NP_009126.1
767	NP_056292.1
768	NP_899196.1
769	NP_075067.2
770	NP_072097.2
771	NP_001252.1
772	NP_006212.1
773	NP_006411.1
774	NP_001005271.1
775	AAH17247.1
776	NP_001060.1
777	NP_055469.2
778	NP_002014.2
779	AAA50404.1
780	NP_003752.2
781	Q15531
782	NP_783552.1
783	NP_057512.1
784	NP_005852.2
785	NP_570722.2
786	NP_002258.2
787	NP_004636.1
788	NP_001777.1
789	NP_060962.2
790	NP_997080.1
791	NP_005424.1
792	NP_005893.1
793	NP_004646.2
794	NP_001054.1
795	NP_002281.1
796	NP_829884.1
797	NP_002255.2
798	NP_057353.1
799	NP_055830.1
800	NP_115662.2
801	NP_005576.3
802	NP_006107.1
803	NP_002600.1
804	NP_002721.1
805	NP_004956.5
806	BAC87138.1
807	NP_000360.2
808	NP_000902.3
809	NP_005617.2
810	NP_000524.3
811	NP_001070667.1
812	NP_112738.1
813	NP_001020018.1
814	NP_114417.1
815	NP_057535.1
816	NP_006792.1
817	NP_008878.3
818	NP_004604.2
819	NP_000203.2
820	NP_002729.2
821	NP_002998.1
822	NP_000091.1
823	NP_001839.2
824	NP_001393.1
825	NP_004146.1
826	NP_006303.3
827	NP_000442.1
828	NP_036448.1
829	NP_005726.1
830	NP_003609.2
831	NP_003017.1
832	NP_005730.1
833	NP_004581.1
834	NP_001286.1
835	NP_073602.2
836	NP_005598.3
837	NP_000264.1
838	NP_005239.1
839	NP_056007.1
840	NP_005604.1
841	NP_005204.1
842	NP_680090.1
843	NP_036558.3
844	NP_036565.2
845	NP_055731.2
846	NP_006232.1
847	NP_005329.3
848	NP_001933.2
849	NP_009114.1
850	NP_000048.1
851	NP_002453.1
852	NP_055490.2
853	NP_803136.2
854	NP_000651.3
855	NP_000879.2
856	NP_003160.2
857	NP_067068.1
858	NP_009185.2
859	NP_036580.2
860	NP_003226.4
861	NP_775114.1
862	NP_002735.3
863	NP_536859.1
864	NP_004110.2
865	NP_115568.2
866	AAH11837.2
867	NP_001075032.1
868	NP_001658.2
869	NP_065162.1
870	NP_060729.2
871	NP_060719.4
872	NP_057103.2
873	NP_002613.2
874	NP_006830.1
875	NP_060436.4
876	NP_004703.1
877	NP_001966.1
878	NP_055097.1
879	NP_057272.1
880	NP_064708.1
881	NP_008877.1
882	NP_056279.1
883	NP_003795.2
884	NP_001560.2
885	NP_612564.1
886	NP_055843.1
887	NP_006023.1
888	NP_777283.1
889	NP_001306.1
890	NP_004981.2
891	NP_060267.2
892	AAF19526.1
893	NP_004442.3
894	NP_149033.2
895	NP_005205.2
896	NP_060620.2
897	NP_005021.2
898	NP_004194.3
899	NP_002559.2
900	NP_002085.1
901	NP_006089.1
902	NP_112197.1
903	NP_003173.1
904	NP_997647.1
905	NP_006297.2
906	NP_002476.2
907	NP_064527.1
908	NP_000928.1
909	NP_055368.1
910	NP_055332.2
911	NP_031396.1
912	NP_002959.2
913	NP_001871.2
914	NP_002860.2
915	NP_000381.1
916	NP_006471.2
917	NP_002875.1
918	NP_852664.1
919	NP_000737.1
920	NP_002460.1
921	NP_002158.2
922	NP_115500.1
923	NP_004865.1
924	NP_001056.1
925	NP_002884.1
926	NP_003164.1
927	NP_004521.1
928	NP_085059.2
929	NP_057365.3
930	NP_001424.2
931	NP_000430.3
932	NP_000406.1
933	NP_000316.2
934	NP_079463.2
935	NP_065867.1
936	NP_002421.3
937	NP_060247.2
938	P10071
939	NP_003027.1
940	NP_000497.1
941	NP_004559.4
942	NP_859530.1
943	NP_003048.1
944	NP_037398.1
945	NP_000362.1
946	NP_036564.2
947	NP_005477.1
948	NP_056039.1
949	NP_001519.1
950	NP_000592.3
951	NP_002156.2
952	NP_207837.2
953	NP_296373.1
954	NP_067028.1
955	NP_055774.1
956	NP_001441.4
957	NP_009104.1
958	NP_056076.1
959	NP_005761.2
960	NP_060740.1
961	NP_996670.1
962	NP_000620.2
963	NP_997468.1
964	NP_473363.1
965	NP_003818.2
966	NP_932170.1
967	NP_006130.1
968	NP_000955.1
969	NP_054790.2
970	NP_001035.1
971	NP_000786.1
972	NP_001002255.1
973	NP_003895.1
974	NP_004324.2
975	NP_001427.2
976	NP_059107.1
977	NP_000859.1
978	NP_004304.1
979	NP_059345.1
980	NP_057232.2
981	NP_203699.1
982	NP_005138.2
983	NP_002866.2
984	NP_003817.1
985	NP_056285.1
986	NP_006696.1
987	NP_002835.2
988	NP_077721.1
989	NP_001339.1
990	NP_000909.2
991	NP_127497.1
992	NP_004338.1
993	NP_057250.1
994	NP_066124.1
995	NP_005405.1
996	NP_006302.2
997	NP_031379.2
998	NP_064585.1
999	NP_542937.1
1000	NP_000494.2
1001	NP_037409.2
1002	NP_000714.3
1003	NP_075461.2
1004	NP_004999.1
1005	NP_000292.1
1006	NP_004706.3
1007	NP_000929.1
1008	AAH20590.1
1009	NP_056146.1
1010	NP_006531.1
1011	NP_002948.1
1012	BAA89210.1
1013	NP_068581.1
1014	AAH30590.1
1015	NP_055517.3
1016	NP_003965.2
1017	NP_066189.2
1018	NP_004844.1
1019	NP_001334.2
1020	NP_058519.2
1021	NP_569736.1
1022	NP_005879.1
1023	NP_002397.1
1024	BAA21128.1
1025	NP_004299.1
1026	Q14643
1027	NP_001028687.1
1028	NP_061817.1
1029	NP_001195.2
1030	NP_002145.3
1031	NP_001931.2
1032	NP_004327.1
1033	NP_001388.1
1034	NP_001946.2
1035	NP_057563.3
1036	NP_005528.3
1037	NP_001902.1
1038	NP_001076.2
1039	NP_005629.1
1040	NP_079495.1
1041	NP_008921.1
1042	NP_000156.1
1043	NP_004654.1
1044	NP_000012.1
1045	NP_003648.1
1046	NP_004644.2
1047	NP_001011663.1
1048	NP_071356.1
1049	NP_115708.1
1050	NP_443096.1
1051	NP_536737.3
1052	NP_068713.2
1053	NP_003844.1
1054	NP_001553.1
1055	NP_006167.1
1056	NP_006752.1
1057	NP_000539.2
1058	NP_004124.4
1059	NP_004949.1
1060	NP_065812.1
1061	NP_004300.1
1062	NP_006269.1
1063	NP_038470.1
1064	NP_002438.1
1065	NP_005671.1
1066	NP_056284.1
1067	NP_057632.2
1068	NP_733765.1
1069	NP_006604.1
1070	NP_055202.1
1071	NP_003244.2
1072	NP_006069.1
1073	NP_001019801.2
1074	NP_005672.1
1075	NP_006087.2
1076	NP_001014.1
1077	NP_659480.1
1078	NP_002241.1
1079	NP_002724.1
1080	NP_005834.3
1081	NP_004570.2
1082	NP_001471.1
1083	NP_057057.2
1084	NP_003627.1
1085	NP_067637.2
1086	NP_001025053.1
1087	NP_891548.1
1088	NP_038474.1
1089	NP_852480.1
1090	NP_004417.2
1091	NP_006588.1
1092	NP_570720.1
1093	NP_037364.1
1094	NP_002119.1
1095	NP_004563.2
1096	NP_001026.2
1097	NP_001019978.1
1098	NP_003197.2
1099	NP_002102.4
1100	NP_078799.2
1101	NP_057285.3
1102	NP_000130.1
1103	NP_003346.2
1104	NP_005535.1
1105	NP_065145.2
1106	NP_150628.2
1107	NP_733832.1
1108	NP_060644.4
1109	NP_006368.3
1110	NP_003577.2
1111	NP_004508.1
1112	NP_066932.1
1113	NP_002196.2
1114	NP_075261.1
1115	NP_006793.1
1116	NP_006860.1
1117	NP_002688.2
1118	NP_004318.3
1119	NP_002712.1
1120	NP_001542.1
1121	NP_001561.3
1122	NP_775736.2
1123	NP_057284.1
1124	NP_057424.2
1125	NP_003216.1
1126	NP_872342.2
1127	NP_001005355.1
1128	NP_065393.1
1129	NP_071935.1
1130	NP_061887.2
1131	NP_005299.1
1132	NP_000697.1
1133	NP_000975.2
1134	NP_006382.1
1135	NP_006028.1
1136	NP_001265.1
1137	NP_116259.1
1138	AAB48304.1
1139	NP_006592.3
1140	NP_006810.1
1141	NP_003274.2
1142	NP_001973.2
1143	NP_003835.2
1144	BAA18998.1
1145	NP_001005333.1
1146	NP_057645.1
1147	NP_055901.1
1148	NP_056053.1
1149	NP_005461.2
1150	NP_002829.2
1151	NP_001762.1
1152	NP_006410.1
1153	NP_001707.1
1154	NP_061928.4
1155	NP_001005.1
1156	NP_061329.3
1157	NP_005264.2
1158	NP_072166.1
1159	NP_005350.1
1160	NP_001073286.1
1161	NP_006140.1
1162	NP_005710.1
1163	NP_006501.1
1164	NP_004179.2
1165	NP_000372.1
1166	NP_945327.1
1167	NP_001645.1
1168	NP_061154.1
1169	NP_076974.1
1170	NP_004675.2
1171	NP_000302.1
1172	NP_002667.1
1173	NP_071330.3
1174	NP_061485.1
1175	NP_000240.1
1176	AAH06201.1
1177	NP_060560.1
1178	NP_444252.1
1179	NP_076422.1
1180	NP_004975.2
1181	NP_068707.1
1182	BAA92038.1
1183	NP_115689.1
1184	NP_001013861.1
1185	NP_005393.2
1186	NP_066964.1
1187	NP_005517.1
1188	NP_004374.1
1189	NP_861445.3
1190	NP_065746.3
1191	NP_003189.1
1192	NP_004459.2
1193	NP_975010.1
1194	NP_001057.1
1195	NP_000261.1
1196	NP_001075106.1
1197	NP_002107.3
1198	NP_653086.1
1199	NP_001663.2
1200	NP_056085.1
1201	NP_001137.2
1202	NP_954986.2
1203	NP_003815.1
1204	NP_005585.1
1205	NP_003749.2
1206	NP_003741.1
1207	NP_001078923.1
1208	NP_001035919.1
1209	NP_006624.2
1210	NP_001005386.1
1211	NP_009133.2
1212	NP_002084.2
1213	NP_068779.1
1214	NP_005850.1
1215	NP_002568.2
1216	NP_001092759.1
1217	NP_054762.2
1218	NP_057163.1
1219	NP_037390.2
1220	NP_848928.1
1221	NP_004808.2
1222	NP_079351.1
1223	NP_002640.2
1224	NP_065387.1
1225	NP_000973.2
1226	NP_006866.2
1227	NP_001735.1
1228	NP_003109.1
1229	NP_000080.2
1230	NP_056980.2
1231	NP_004260.2
1232	NP_542382.1
1233	NP_596868.1
1234	NP_004148.1
1235	O15049
1236	NP_940682.2
1237	NP_057442.1
1238	NP_690862.1
1239	NP_078976.2
1240	NP_473364.1
1241	NP_006761.1
1242	NP_006197.1
1243	NP_000638.1
1244	NP_001256.1
1245	NP_056953.2
1246	NP_004312.2
1247	NP_036376.2
1248	NP_001012679.1
1249	NP_061109.1
1250	NP_002023.2
1251	NP_006490.3
1252	NP_490647.1
1253	NP_619527.1
1254	NP_004041.1
1255	NP_001728.1
1256	NP_000602.1
1257	NP_077007.1
1258	NP_006779.1
1259	NP_003251.2
1260	NP_009056.3
1261	NP_003698.1
1262	NP_005357.2
1263	NP_066973.1
1264	NP_057671.2
1265	NP_005766.2
1266	NP_003338.1
1267	NP_074036.1
1268	NP_001341.1
1269	NP_060276.1
1270	NP_008835.5
1271	NP_002303.2
1272	NP_009117.2
1273	NP_003444.1
1274	NP_005057.1
1275	NP_003063.2
1276	NP_005410.1
1277	NP_000237.1
1278	NP_056293.4
1279	NP_057219.1
1280	NP_001015055.1
1281	NP_079452.3
1282	NP_057608.2
1283	NP_000233.1
1284	NP_001733.1
1285	NP_001012300.1
1286	NP_055859.1
1287	NP_001650.1
1288	NP_663735.2
1289	NP_003295.1
1290	NP_067021.1
1291	NP_004992.2
1292	NP_006244.2
1293	NP_000114.2
1294	NP_001508.1
1295	NP_005441.1
1296	NP_066551.1
1297	NP_777584.1
1298	NP_055399.1
1299	NP_055561.2
1300	NP_002922.2
1301	NP_004443.2
1302	NP_001025178.1
1303	NP_001020029.1
1304	NP_008872.1
1305	NP_071396.3
1306	NP_005307.1
1307	NP_150593.1
1308	NP_003089.1
1309	NP_000726.1
1310	NP_001012410.1
1311	NP_000994.1
1312	NP_003755.2
1313	NP_001922.2
1314	NP_002602.2
1315	NP_001447.2
1316	NP_001655.1
1317	NP_003130.2
1318	NP_055621.1
1319	NP_008855.1
1320	NP_002496.1
1321	NP_002231.1
1322	NP_000278.2
1323	NP_005707.1
1324	NP_000224.2
1325	NP_002382.1
1326	NP_004295.2
1327	NP_612144.1
1328	NP_004407.2
1329	NP_006020.4
1330	NP_077292.1
1331	NP_005782.1
1332	NP_219484.1
1333	NP_006387.1
1334	NP_079331.3
1335	NP_003921.2
1336	NP_001456.3
1337	NP_976225.1
1338	NP_003394.1
1339	NP_004584.1
1340	NP_620637.1
1341	NP_063949.2
1342	NP_006222.2
1343	NP_009148.2
1344	NP_003567.2
1345	NP_004313.1
1346	NP_000607.1
1347	NP_689729.1
1348	NP_060298.2
1349	NP_115687.2
1350	NP_006221.1
1351	NP_002361.1
1352	NP_001524.2
1353	NP_006330.2
1354	NP_006716.2
1355	NP_001618.2
1356	NP_000866.1
1357	NP_003595.1
1358	NP_003110.1
